,$id,Name,Position,Grade,YearOfBirth,PersonalShares,FromDate,ClosedDate,StockCode
0,2,Mr. Yung Cam Meng,Chairman of BOD,2,1955      ,6113770.0,1996      ,2020-12-31T00:00:00,ST8
1,3,Mr. Phạm Vĩnh Phú,CEO,23,1974      ,0.0,2013      ,2020-12-31T00:00:00,ST8
2,4,Ms. Cái Kim Thoa,Chief of Supervisory Board,88,1986      ,15.0,2009      ,2020-12-31T00:00:00,ST8
3,5,Ms. Phạm Thị Thu Thủy,Member of BOD,304,1969      ,0.0,2018      ,2020-12-31T00:00:00,ST8
4,6,Mr. David Cam Hao Ong,Vice Chairman of BOD/Deputy CEO,2,1957      ,6421767.0,1999      ,2020-12-31T00:00:00,ST8
5,7,Ms. Đinh Thị Hồng Vân,Chief Accountant/Deputy CEO/Member of BOD,416,1975      ,79064.0,2011      ,2020-12-31T00:00:00,ST8
6,8,Mr. Nguyễn Lê Quang,Member of Supervisory Board,88,1990      ,0.0,2013      ,2020-12-31T00:00:00,ST8
7,9,Mr. Nguyễn Hồ Thanh Huy,Member of Supervisory Board,600,1973      ,0.0,2001      ,2020-12-31T00:00:00,ST8
0,2,Mr. Dương Công Minh,Chairman of BOD,117,1961      ,62569075.0,N/A       ,2020-12-31T00:00:00,STB
1,3,Ms. Nguyễn Đức Thạch Diễm,CEO/Member of BOD,56,1973      ,76320.0,2002      ,2020-12-31T00:00:00,STB
2,4,Mr. Trần Minh Triết,Chief of Supervisory Board,56,-1        ,0.0,2012      ,2020-12-31T00:00:00,STB
3,5,Mr. Huỳnh Thanh Giang,Chief Accountant,616,1972      ,48562.0,N/A       ,2020-12-31T00:00:00,STB
4,6,Mr. Nguyễn Miên Tuấn,Vice Chairman of BOD,"317,55",1977      ,139826.0,2012      ,2020-12-31T00:00:00,STB
5,7,Ms. Lê Thị Hoa,Member of BOD,"555,416,55",1962      ,1.0,          ,2020-12-31T00:00:00,STB
6,8,Mr. Nguyễn Xuân Vũ,Member of BOD,"59,304",1981      ,833.0,2013      ,2020-12-31T00:00:00,STB
7,9,Mr. Nguyễn Văn Huynh,Member of BOD,59,1953      ,0.0,          ,2020-12-31T00:00:00,STB
8,10,Mr. Lê Văn Ron,Deputy CEO,56,1967      ,0.0,N/A       ,2020-12-31T00:00:00,STB
9,11,Mr. Hoàng Thanh Hải,Deputy CEO,59,1968      ,76315.0,N/A       ,2020-12-31T00:00:00,STB
10,12,Mr. Lê Đức Thịnh,Deputy CEO,59,1971      ,0.0,N/A       ,2020-12-31T00:00:00,STB
11,13,Mr. Nguyễn Minh Tâm,Deputy CEO,55,1972      ,14739.0,2007      ,2020-12-31T00:00:00,STB
12,14,Ms. Quách Thanh Ngọc Thủy,Deputy CEO,24,1971      ,101.0,2008      ,2020-12-31T00:00:00,STB
13,15,Mr. Đào Nguyên Vũ,Deputy CEO,4,1967      ,52331.0,2007      ,2020-12-31T00:00:00,STB
14,16,Mr. Hà Văn Trung,Deputy CEO,"24,304",1974      ,10000.0,N/A       ,2020-12-31T00:00:00,STB
15,17,Mr. Nguyễn Bá Trị,Deputy CEO,59,1973      ,7.0,2012      ,2020-12-31T00:00:00,STB
16,18,Mr. Phan Đình Tuệ,Deputy CEO,24,1966      ,142895.0,2012      ,2020-12-31T00:00:00,STB
17,19,Ms. Hà Quỳnh Anh,Deputy CEO,59,-1        ,5828.0,2012      ,2020-12-31T00:00:00,STB
18,20,Mr. Bùi Văn Dũng,Deputy CEO,311,-1        ,138752.0,2012      ,2020-12-31T00:00:00,STB
19,21,Mr. Hồ Doãn Cường,Deputy CEO,24,1972      ,7126.0,1995      ,2020-12-31T00:00:00,STB
20,22,Mr. Võ Anh Nhuệ,Deputy CEO,111,1972      ,3.0,2004      ,2020-12-31T00:00:00,STB
21,23,Ms. Nguyễn Thị Thanh Mai,Member of Supervisory Board,593,1960      ,270978.0,1993      ,2020-12-31T00:00:00,STB
22,24,Mr. Lê Văn Tòng,Member of Supervisory Board,325,1953      ,1046952.0,1989      ,2020-12-31T00:00:00,STB
23,25,Mr. Hà Tôn Trung Hạnh,Member of Supervisory Board,"4,422",-1        ,0.0,N/A       ,2020-12-31T00:00:00,STB
24,26,Mr. Phạm Văn Phong,Permanent Vice Chairman of BOD,"1,59,56",-1        ,19680.0,N/A       ,2020-12-31T00:00:00,STB
0,2,Mr. Nguyễn Chí Bính,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STC
1,3,Mr. Từ Trung Đan,CEO/Member of BOD,210,1975      ,375190.0,1997      ,2020-12-31T00:00:00,STC
2,4,Ms. Bùi Thị Ánh Tuyết,Chief of Supervisory Board,59,-1        ,0.0,2020      ,2020-12-31T00:00:00,STC
3,5,Ms. Huỳnh Thị Bích Hạnh,Chief Accountant/Member of BOD,59,1980      ,3390.0,2003      ,2020-12-31T00:00:00,STC
4,6,Mr. Đỗ Thành Lâm,Member of BOD,432,1964      ,4895.0,2010      ,2020-12-31T00:00:00,STC
5,7,Mr. Nguyễn Văn Cung,Member of BOD,203,-1        ,0.0,2020      ,2020-12-31T00:00:00,STC
6,8,Ms. Đỗ Thị Thanh Bình,Deputy CEO,24,1970      ,3320.0,2001      ,2020-12-31T00:00:00,STC
7,9,Mr. Phan Xuân Hiến,Deputy CEO,"83,469",1961      ,70.0,1990      ,2020-12-31T00:00:00,STC
8,10,Ms. Nguyễn Thị Nhớ,Member of Supervisory Board,59,1985      ,4000.0,N/A       ,2020-12-31T00:00:00,STC
9,11,Ms. Đào Thị Thanh Thủy,Member of Supervisory Board,59,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STC
0,2,Mr. Trần Tuấn Anh,Chairman of BOD,203,1972      ,0.0,N/A       ,2021-06-30T00:00:00,STG
1,3,Mr. Đặng Vũ Thành,Member of BOD/CEO,"357,56",1969      ,85776.0,N/A       ,2021-06-30T00:00:00,STG
2,4,Mr. Nguyễn Hoàng Giang,Chief Accountant,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,STG
3,5,Mr. Trần Văn Thịnh,Deputy CEO,424,1961      ,1.0,2014      ,2021-06-30T00:00:00,STG
4,6,Mr. Đặng Doãn Kiên,Member of Internal Audit/Member of BOD,203,1971      ,0.0,2018      ,2021-06-30T00:00:00,STG
5,7,Mr. Nguyễn Quốc Thúc,Vice Chairman of BOD/Member of Internal Audit,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,STG
6,8,Mr. Đỗ Lê Hùng,Cheif of Internal Audit/Member of BOD,203,-1        ,0.0,          ,2021-06-30T00:00:00,STG
7,9,Ms. Trần Thị Cẩm Tú,,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,STG
0,2,Ms. Nguyễn Thị Quy,Chairman of BOD,64,1975      ,814900.0,2011      ,2020-12-31T00:00:00,STH
1,3,Ms. Phùng Thị Hà,Chief of Supervisory Board,88,1988      ,100.0,2011      ,2020-12-31T00:00:00,STH
2,4,Ms. Nguyễn Thị Lan Hương,Chief Accountant,416,1972      ,50000.0,2019      ,2020-12-31T00:00:00,STH
3,5,Ms. Bạch Phương Vinh,Director/Member of BOD,138,1980      ,718200.0,2018      ,2020-12-31T00:00:00,STH
4,6,Ms. Phạm Thị Thanh Bình,Member of BOD,149,1977      ,0.0,          ,2020-12-31T00:00:00,STH
5,7,Ms. Lê Thị Hoài Anh,Member of BOD,433,1979      ,0.0,          ,2020-12-31T00:00:00,STH
6,8,Ms. Nguyễn Thị Vinh,Member of BOD,64,1972      ,718250.0,2018      ,2020-12-31T00:00:00,STH
7,9,Mr. Phạm Anh Tuấn,Deputy CEO,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,STH
8,10,Ms. Nguyễn Thị Huế,Member of Supervisory Board,203,-1        ,-1.0,2020      ,2020-12-31T00:00:00,STH
9,11,Mr. Hà Huy Thuyết,Member of Supervisory Board,88,1978      ,0.0,2018      ,2020-12-31T00:00:00,STH
10,12,Ms. Lã Thị Mai Liên,Deputy Director,88,1971      ,100.0,2011      ,2020-12-31T00:00:00,STH
0,2,Ms. Đặng Mỹ Linh,Chairman of BOD,"97,270",1972      ,10134305.0,2005      ,2020-12-31T00:00:00,STK
1,3,Mr. Đặng Triệu Hòa,Vice Chairman of BOD/CEO,269,1969      ,9749367.0,2000      ,2020-12-31T00:00:00,STK
2,4,Mr. Nguyễn Tự Lực,Chief of Supervisory Board,88,1952      ,2000.0,2000      ,2020-12-31T00:00:00,STK
3,5,Ms. Nguyễn Phương Chi,Director,111,1972      ,10000.0,2015      ,2020-12-31T00:00:00,STK
4,6,Mr. Võ Quang Long,Member of BOD,284,1978      ,0.0,2018      ,2020-12-31T00:00:00,STK
5,7,Mr. Chen Che Jen,Member of BOD,3,1964      ,0.0,2018      ,2020-12-31T00:00:00,STK
6,8,Mr. Nguyễn Quốc Hương,Member of BOD,56,1971      ,0.0,2018      ,2020-12-31T00:00:00,STK
7,9,Mr. Đặng Hướng Cường,Member of BOD,431,1976      ,5981235.0,2005      ,2020-12-31T00:00:00,STK
8,10,Ms. Cao Thị Quế Anh,Member of BOD,318,1966      ,0.0,2015      ,2020-12-31T00:00:00,STK
9,11,Ms. Hoàng Nữ Mộng Tuyền,Member of Supervisory Board,3,1990      ,3147.0,2012      ,2020-12-31T00:00:00,STK
10,12,Ms. Đinh Ngọc Hoa,Member of Supervisory Board,3,1979      ,10008.0,2005      ,2020-12-31T00:00:00,STK
11,13,Mr. Bùi Tường Hiển,Deputy Director,416,1976      ,0.0,N/A       ,2020-12-31T00:00:00,STK
12,14,Mr. Phan Như Bích,Finance Director/Chief Accountant,427,1970      ,99447.0,2010      ,2020-12-31T00:00:00,STK
0,2,Mr. Nguyễn Trọng San,Chairman of BOD,203,1958      ,397407.0,N/A       ,2020-12-31T00:00:00,STP
1,3,Mr. Nguyễn Trọng Trãi,CEO/Member of BOD,56,1981      ,11186.0,2013      ,2020-12-31T00:00:00,STP
2,4,Mr. Bùi Minh Tuấn,Chief of Supervisory Board,29,1988      ,0.0,2015      ,2020-12-31T00:00:00,STP
3,5,Ms. Nguyễn Hồng Minh,Chief Accountant,187,1981      ,0.0,2015      ,2020-12-31T00:00:00,STP
4,6,Ms. Phùng Thị Huyền,Member of BOD,203,-1        ,0.0,          ,2020-12-31T00:00:00,STP
5,7,Mr. Nguyễn Quang Thiều,Member of BOD,203,-1        ,181444.0,N/A       ,2020-12-31T00:00:00,STP
6,8,Mr. Nguyễn Trọng Lợi,Deputy CEO/Member of BOD,"123,56",1982      ,592078.0,N/A       ,2020-12-31T00:00:00,STP
7,9,Mr. Đỗ Văn Hách,Deputy CEO,"24,56",1985      ,0.0,N/A       ,2020-12-31T00:00:00,STP
8,10,Ms. Nguyễn Thị An,Member of Supervisory Board,27,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STP
9,11,Mr. Nguyễn Tuấn Quân,Member of Supervisory Board,230,1991      ,0.0,2015      ,2020-12-31T00:00:00,STP
0,2,Mr. Đỗ Phan Châu,Chairman of BOD,402,1954      ,0.0,N/A       ,2020-12-31T00:00:00,STT
1,3,Mr. Nguyễn Hữu Thọ,Chairman of BOD,283,1951      ,50908.0,          ,2020-12-31T00:00:00,STT
2,4,Mr. Ryotaro Ohtake,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
3,5,Mr. Ryotaro Ohtake,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
4,6,Mr. Ryotaro Ohtake,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
5,7,Mr. Kakazu Shogo,Vice Chairman of BOD/CEO,59,-1        ,300300.0,2014      ,2020-12-31T00:00:00,STT
6,8,Mr. Kakazu Shogo,Vice Chairman of BOD/CEO,59,-1        ,1900000.0,2014      ,2020-12-31T00:00:00,STT
7,9,Mr. Kakazu Shogo,Vice Chairman of BOD/CEO,59,-1        ,314300.0,2014      ,2020-12-31T00:00:00,STT
8,10,Mr. Đinh Quang Hiền,Vice Chairman of BOD/CEO,23,1952      ,161405.0,1979      ,2020-12-31T00:00:00,STT
9,11,Mr. Dư Hữu Danh,CEO,24,1961      ,0.0,N/A       ,2020-12-31T00:00:00,STT
10,12,Mr. Dương Hồng Minh,Chief of Supervisory Board,57,1956      ,35962.0,1988      ,2020-12-31T00:00:00,STT
11,13,Mr. Nguyễn Minh Nhựt,Chief of Supervisory Board,284,1960      ,12019.0,2003      ,2020-12-31T00:00:00,STT
12,14,Ms. Nguyễn Thúy Phượng,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,STT
13,15,Ms. Nguyễn Thúy Phượng,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
14,16,Ms. Nguyễn Thị Phương Thảo,Chief Accountant,59,1992      ,0.0,N/A       ,2020-12-31T00:00:00,STT
15,17,Ms. Nguyễn Thị Phương Thảo,Chief Accountant,59,1992      ,0.0,N/A       ,2020-12-31T00:00:00,STT
16,18,Ms. Nguyễn Thị Phương Thảo,Chief Accountant,59,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
17,19,Ms. Huỳnh Thanh Diễm Trang,Chief Accountant,59,1974      ,0.0,2008      ,2020-12-31T00:00:00,STT
18,20,Mr. Nguyễn Hữu Thọ,Member of BOD,46,1951      ,50908.0,N/A       ,2020-12-31T00:00:00,STT
19,21,Mr. Đinh Quang Phước Thanh,Member of BOD,56,-1        ,0.0,2015      ,2020-12-31T00:00:00,STT
20,22,Mr. Nguyễn Văn Hồng,Member of BOD,13,-1        ,1744368.0,2014      ,2020-12-31T00:00:00,STT
21,23,Mr. Shimabukuro Yoshinori,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
22,24,Mr. Nguyễn Kim Trung,Member of BOD,59,1974      ,10000.0,N/A       ,2020-12-31T00:00:00,STT
23,25,Ms. Nguyễn Thị Thanh Phương,Member of BOD,23,1969      ,23788.0,2001      ,2020-12-31T00:00:00,STT
24,26,Mr. Đinh Quang Phước Thanh,Member of BOD,56,-1        ,0.0,2015      ,2020-12-31T00:00:00,STT
25,27,Mr. Nguyễn Văn Hồng,Member of BOD,13,-1        ,1744368.0,2014      ,2020-12-31T00:00:00,STT
26,28,Mr. Shimabukuro Yoshinori,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
27,29,Mr. Đinh Quang Phước Thanh,Member of BOD,56,-1        ,0.0,2015      ,2020-12-31T00:00:00,STT
28,30,Mr. Nguyễn Văn Hồng,Member of BOD,13,-1        ,1744368.0,2014      ,2020-12-31T00:00:00,STT
29,31,Mr. Shimabukuro Yoshinori,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
30,32,Mr. Nguyễn Văn Chương,Deputy CEO,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,STT
31,33,Mr. Phạm Tuấn Hà,Deputy CEO,"73,27",1956      ,51465.0,1987      ,2020-12-31T00:00:00,STT
32,34,Mr. Phạm Nghĩa,Deputy CEO,59,1965      ,0.0,2007      ,2020-12-31T00:00:00,STT
33,35,Mr. Dương Hồng Minh,Member of Supervisory Board,57,1956      ,35962.0,1988      ,2020-12-31T00:00:00,STT
34,36,Ms. Thái Hồng Vân,Member of Supervisory Board,13,1978      ,62390.0,2001      ,2020-12-31T00:00:00,STT
35,37,Ms. Nguyễn Thị Hương Giang,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,STT
36,38,Ms. Vũ Hương Giang,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
37,39,Ms. Thái Hồng Vân,Member of Supervisory Board,203,1978      ,62390.0,N/A       ,2020-12-31T00:00:00,STT
38,40,Ms. Vũ Hương Giang,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,STT
0,2,Mr. Nguyễn Trọng Hiếu,Chairman of BOD,357,1973      ,0.0,2017      ,2020-12-31T00:00:00,STW
1,3,Mr. Đặng Văn Ngọ,CEO,443,1965      ,7900.0,1993      ,2020-12-31T00:00:00,STW
2,4,Mr. Vũ Tiến Độ,Chief of Supervisory Board,14,1981      ,0.0,2017      ,2020-12-31T00:00:00,STW
3,5,Ms. Võ Thị Phương Diệu,Chief Accountant,"23,432",1981      ,200.0,2005      ,2020-12-31T00:00:00,STW
4,6,Mr. Phan Vĩnh Tùng,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,STW
5,7,Mr. Võ Thanh Văn,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,STW
6,8,Mr. Ong Hải Phước,Deputy CEO,443,1965      ,8500.0,1982      ,2020-12-31T00:00:00,STW
7,9,Mr. Nguyễn Quang Mãi,Deputy CEO/Member of BOD,238,1977      ,0.0,2017      ,2020-12-31T00:00:00,STW
8,10,Mr. Trần Anh Hoà,Deputy CEO/Member of BOD,"23,443",1972      ,7300.0,1994      ,2020-12-31T00:00:00,STW
9,11,Ms. Liễu Thị Thu Trúc,Deputy of Supervisory Board,55,1983      ,-1.0,N/A       ,2020-12-31T00:00:00,STW
0,2,Mr. Phạm Hùng Thuấn,Chairman of BOD,"240,462",1962      ,17400.0,          ,2020-12-31T00:00:00,SUM
1,3,Mr. Vũ Quốc Lập,CEO/Member of BOD,462,1964      ,12500.0,1992      ,2020-12-31T00:00:00,SUM
2,4,Ms. Hoàng Thị Kim Thanh,Chief of Supervisory Board,3,1967      ,5500.0,1987      ,2020-12-31T00:00:00,SUM
3,5,Ms. Nguyễn Thị Thanh Thủy,Chief Accountant,54,1979      ,4400.0,2001      ,2020-12-31T00:00:00,SUM
4,6,Mr. Vũ Thanh Hải,Deputy CEO,462,1966      ,6400.0,1988      ,2020-12-31T00:00:00,SUM
5,7,Mr. Đặng Quốc Hậu,Deputy CEO,462,1966      ,7200.0,2000      ,2020-12-31T00:00:00,SUM
6,8,Mr. Lê Phương Châm,Deputy CEO/Member of BOD,341,1962      ,134700.0,2010      ,2020-12-31T00:00:00,SUM
7,9,Mr. Ninh Hải Long,Member of Supervisory Board,59,1976      ,2500.0,2010      ,2020-12-31T00:00:00,SUM
8,10,Mr. Nguyễn Hải Hà,Member of Supervisory Board,3,1982      ,0.0,2016      ,2020-12-31T00:00:00,SUM
0,2,Mr. Mai Việt Hà,Chairman of BOD,56,1973      ,10400.0,2015      ,2020-12-31T00:00:00,SVC
1,3,Mr. Phan Dương Cửu Long,CEO/Member of BOD,56,1973      ,9833.0,N/A       ,2020-12-31T00:00:00,SVC
2,4,Ms. Hoàng Thị Thu Hương,Chief of Supervisory Board,"88,23,317",1972      ,0.0,N/A       ,2020-12-31T00:00:00,SVC
3,5,Mr. Ngô Văn Danh,Chief Accountant,15,1975      ,0.0,N/A       ,2020-12-31T00:00:00,SVC
4,6,Mr. Lê Tuấn,Member of BOD,56,1984      ,1633333.0,N/A       ,2020-12-31T00:00:00,SVC
5,7,Mr. Hoàng Tâm Hòa,Member of BOD,24,1969      ,0.0,N/A       ,2020-12-31T00:00:00,SVC
6,8,Mr. Nguyễn Hoàng Giang,Member of BOD,522,1986      ,1633333.0,N/A       ,2020-12-31T00:00:00,SVC
7,9,Mr. Nguyễn Ngọc Châu,Member of BOD,24,1970      ,0.0,N/A       ,2020-12-31T00:00:00,SVC
8,10,Mr. Nguyễn Công Bình,Deputy CEO/Member of BOD,88,1978      ,208.0,2010      ,2020-12-31T00:00:00,SVC
9,11,Mr. Đoàn Văn Quang,Deputy CEO,59,1971      ,40030.0,2014      ,2020-12-31T00:00:00,SVC
10,12,Mr. Lê Anh Tuấn,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,SVC
11,13,Mr. Ngô Hòa,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,SVC
0,2,Mr. Lê Thái Hưng,Chairman of BOD,203,-1        ,1487200.0,N/A       ,2020-12-31T00:00:00,SVH
1,3,Mr. Lê Thái Hưng,Chairman of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,SVH
2,4,Mr. Ưng Văn Phúc,CEO/Member of BOD,35,1973      ,0.0,2004      ,2020-12-31T00:00:00,SVH
3,5,Mr. Ưng Văn Phúc,CEO/Member of BOD,35,1973      ,0.0,2004      ,2020-12-31T00:00:00,SVH
4,6,Ms. Lương Thị Ngọc Quỳnh,Chief of Supervisory Board,284,-1        ,1868300.0,N/A       ,2020-12-31T00:00:00,SVH
5,7,Ms. Lương Thị Ngọc Quỳnh,Chief of Supervisory Board,203,-1        ,-1.0,2018      ,2020-12-31T00:00:00,SVH
6,8,Mr. Hà Huy Bình,Chief Accountant,88,1971      ,0.0,2010      ,2020-12-31T00:00:00,SVH
7,9,Mr. Hà Huy Bình,Chief Accountant,88,1971      ,0.0,2010      ,2020-12-31T00:00:00,SVH
8,10,Ms. Hồ Ngọc Thạch,Member of BOD,203,1961      ,-1.0,2018      ,2020-12-31T00:00:00,SVH
9,11,Mr. Hồ Ngọc Thạch,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,SVH
10,12,Mr. Phạm Văn Long,Deputy CEO,22,1978      ,0.0,2005      ,2020-12-31T00:00:00,SVH
11,13,Mr. Phạm Văn Long,Deputy CEO,22,1978      ,0.0,2005      ,2020-12-31T00:00:00,SVH
12,14,Ms. Lê Thị Kim Huyền,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,SVH
13,15,Mr. Hồ Ngọc Tuấn,Member of Supervisory Board,203,-1        ,2478992.0,N/A       ,2020-12-31T00:00:00,SVH
14,16,Mr. Hồ Ngọc Tuấn,Member of Supervisory Board,203,-1        ,-1.0,2018      ,2020-12-31T00:00:00,SVH
15,17,Ms. Lê Thị Kim Huyền,Member of Supervisory Board,88,-1        ,-1.0,2018      ,2020-12-31T00:00:00,SVH
0,2,Mr. Suchai Korprasertsri,Chairman of BOD,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
1,3,Mr. Ekarach Sinnarong,CEO/Member of BOD,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
2,4,Mr. Krasame Singhakul,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
3,5,Mr. Nguyễn Quý Thịnh,Member of BOD,203,-1        ,0.0,          ,2021-06-30T00:00:00,SVI
4,6,Mr. Hirofumi Hori,Member of BOD,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
5,7,Mr. Toshinobu Sada,Member of BOD,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
6,8,Mr. Sompob Witworrasakul,Member of BOD,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
7,9,Mr. Đinh Quang Hùng,Member of BOD,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
8,10,Mr. Saranya Skontanarak,Member of BOD,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
9,11,Mr. Trần Trang Bình,Deputy CEO,"59,22",1973      ,0.0,1996      ,2021-06-30T00:00:00,SVI
10,12,Mr. Wattana Intachoom,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
11,13,Ms. Phạm Ngọc Bảo Trâm,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,SVI
12,14,Mr. Phạm Hồng Đức,Finance Director/Chief Accountant,579,1978      ,0.0,2019      ,2021-06-30T00:00:00,SVI
0,2,Mr. Michael Marc Lee,Chairman of BOD,203,1975      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
1,3,Mr. Nguyễn Văn Chiến,CEO,27,1993      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
2,4,Ms. Nguyễn Thị Thu Huyền,Chief Accountant,27,1987      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
3,5,Mr. Đậu Phi Thuần,Member of BOD,65,1962      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
4,6,Ms. Nguyễn Sương Đào,Member of BOD,24,1965      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
5,7,Mr. Callum Fraser,Member of BOD,203,1975      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
6,8,Ms. Lê Thị Luyến,Member of Internal Audit,27,1993      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
7,9,Ms. Nguyễn Thị Thúy Quỳnh,Cheif of Internal Audit,27,1989      ,0.0,N/A       ,2020-12-31T00:00:00,SVN
0,2,Mr. Bùi Quang Khoa,Chairman of BOD,301,1977      ,66550.0,2009      ,2020-12-31T00:00:00,SVT
1,3,Ms. Phạm Thị Như Ngọc,CEO/,188,1989      ,0.0,N/A       ,2020-12-31T00:00:00,SVT
2,4,Ms. Nguyễn Thị Thủy Tiên,Chief of Supervisory Board,373,1977      ,0.0,2009      ,2020-12-31T00:00:00,SVT
3,5,Ms. Mai Thị Trúc Giang,Chief Accountant,4,1968      ,47562.0,2015      ,2020-12-31T00:00:00,SVT
4,6,Ms. Trần Thị Thanh Thủy,Member of BOD,203,-1        ,0.0,          ,2020-12-31T00:00:00,SVT
5,7,Ms. Bùi Thị Ngọc Yến,Member of BOD,203,-1        ,25851.0,          ,2020-12-31T00:00:00,SVT
6,8,Mr. Bùi Quang Minh,Member of BOD,56,1986      ,199650.0,2010      ,2020-12-31T00:00:00,SVT
7,9,Ms. Nguyễn Thị Thu,Vice Chairman of BOD/Deputy CEO,59,1959      ,250453.0,2010      ,2020-12-31T00:00:00,SVT
8,10,Ms. Trần Thị Tình,Member of Supervisory Board,86,-1        ,0.0,N/A       ,2020-12-31T00:00:00,SVT
9,11,Mr. Bùi Quang Toàn,Member of Supervisory Board,345,-1        ,18609.0,N/A       ,2020-12-31T00:00:00,SVT
0,2,Mr. Nguyễn Văn Tuấn,Chairman of BOD,56,1970      ,41040.0,2009      ,2020-12-31T00:00:00,SZL
1,3,Mr. Phạm Anh Tuấn,CEO/Member of BOD,111,1975      ,21180.0,2004      ,2020-12-31T00:00:00,SZL
2,4,Ms. Nguyễn Thị Ngọc Trang,Chief of Supervisory Board,88,1973      ,0.0,2008      ,2020-12-31T00:00:00,SZL
3,5,Mr. Phạm Trần Hưng Thịnh,Chief Accountant,59,1984      ,0.0,2017      ,2020-12-31T00:00:00,SZL
4,6,Mr. Đinh Ngọc Thuận,Member of BOD,"49,433",1978      ,0.0,2015      ,2020-12-31T00:00:00,SZL
5,7,Mr. Lê Tiến Bộ,Member of BOD,"597,56",1976      ,0.0,          ,2020-12-31T00:00:00,SZL
6,8,Mr. Vũ Tiến Hùng,Member of BOD,24,1975      ,0.0,          ,2020-12-31T00:00:00,SZL
7,9,Ms. Huỳnh Hoàng Oanh,Member of BOD,59,1965      ,2700.0,2006      ,2020-12-31T00:00:00,SZL
8,10,Ms. Nguyễn Thị Thu Vân,Member of BOD,59,1966      ,0.0,2016      ,2020-12-31T00:00:00,SZL
9,11,Mr. Lê Xuân Sâm,Deputy CEO,56,1977      ,0.0,2004      ,2020-12-31T00:00:00,SZL
10,12,Ms. Trịnh Thị Hoa,Member of Supervisory Board,59,1984      ,0.0,2019      ,2020-12-31T00:00:00,SZL
11,13,Ms. Lê Thị Quỳnh Thu,Member of Supervisory Board,55,1967      ,0.0,2016      ,2020-12-31T00:00:00,SZL
0,2,Mr. Đỗ Vinh Quang,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,T12
1,3,Mr. Trần Tiến Đức,Chief of Supervisory Board,322,-1        ,0.0,N/A       ,2020-12-31T00:00:00,T12
2,4,Ms. Nguyễn Thu Quỳnh,Chief Accountant,373,1987      ,0.0,2015      ,2020-12-31T00:00:00,T12
